Country;Region;DataYear;ClassGrade;Gender;Ageyears;Handed;Height_cm;Footlength_cm;Armspan_cm;Languages_spoken;Travel_to_School;Travel_time_to_School;Reaction_time;Score_in_memory_game;Favourite_physical_activity;Importance_reducing_pollution;Importance_recycling_rubbish;Importance_conserving_water;Importance_saving_energy;Importance_owning_computer;Importance_Internet_access;Left_Footlength_cm;Longer_foot;Index_Fingerlength_mm;Ring_Fingerlength_mm;Longer_Finger_Lefthand;Birth_month;Favorite_Season;Allergies;Vegetarian;Favorite_Food;Beverage;Favorite_School_Subject;Sleep_Hours_Schoolnight;Sleep_Hours_Non_Schoolnight;Home_Occupants;Home_Internet_Access;Communication_With_Friends;Text_Messages_Sent_Yesterday;Text_Messages_Received_Yesterday;Hanging_Out_With_Friends_Hours;Talking_On_Phone_Hours;Doing_Homework_Hours;Doing_Things_With_Family_Hours;Outdoor_Activities_Hours;Video_Games_Hours;Social_Websites_Hours;Texting_Messaging_Hours;Computer_Use_Hours;Watching_TV_Hours;Paid_Work_Hours;Work_At_Home_Hours;Schoolwork_Pressure;Planned_Education_Level;Favorite_Music;Superpower;Preferred_Status;Role_Model_Type;Charity_Donation;;
USA;CA;2022;12;Female;16;Left-Handed;167;17;70;2;Car;4;0.389;46;Dancing;900;900;10;15;10;100;17;Same length;7;8;Ring finger;March;Spring;Yes;No;Pizza/Pasta;Water;English;9;7;5;Yes - other;In person;25;50;10;1;5;5;4;6;6;8;10;7;0;4;A lot;Graduate degree;Pop;Fly;Rich;Relative;Health;;
USA;CA;2015;12;Male;16;Right-Handed;175;25;167;1;Car;25;.481;39;Football (American);500;500;700;600;800;900;25;Same length;89;83;Index finger;October;Spring;No;No;Rice/Noodle dishes;Water;Mathematics and statistics;6;8;4;Yes - broadband connection;In person;100;100;12;0;16;2;13;0;10;4;24;1;0;1;A lot;Graduate degree;Rap/Hip hop;Fly;Rich;Friend;Environment;;
USA;CA;2016;12;Male;17;Right-Handed;175;28;172;2;Bus;120;342;39;Basketball;;;;;;;29;Same length;85;85;Same length;September;Spring;No;No;Meat;Water;Mathematics and statistics;6;11;1;Yes - dial-up connection;In person;25;53;8;0;2;10;7;1;1;.5;1;2;5;5;Very little;Graduate degree;Rap/Hip hop;Freeze time;Happy;;Health;;
USA;CA;2014;12;Male;17;Right-Handed;;;;2;Car;4;;2.82;None;1000;800;950;900;1000;1000;;Right foot;;;Ring finger;December;Summer;Yes;No;Seafood;Water;Languages;8;12;2;Yes - broadband connection;Text messaging;20;30;5;1;7;1;;;;;;;;;A lot;Graduate degree;Other;Fly;Rich;Doctor or nurse;Arts, culture, sports;;
USA;CA;2012;7;Female;13;Right-Handed;160;20;159;1;Car;20;0.963;47;Soccer;900;100;1000;400;500;1000;21;Left foot;7;8;Ring finger;August;Summer;Yes;No;Pizza/Pasta;Juice;Social studies;7;12;5;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;30;21;5;1;8;9;5;4;7;2;7;1;0;1;A lot;Graduate degree;Other;Telepathy;Healthy;Relative;Health;;
USA;CA;2018;12;Male;16;Right-Handed;157;28;153;2;Car;18;.322;44;Football (American);893;652;840;481;0;850;28;Same length;86;84;Index finger;September;Fall;Yes;No;Meat;Water;History;5;10;5;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;20;65;39;8;12;1;17;2;8;1;12;1;0;1;A lot;Graduate degree;Rap/Hip hop;Freeze time;Famous;Business person;Health;;
USA;CA;2015;6;Female;12;Right-Handed;162;25;51;1;Car;15;0.615;;Other;390;663;1000;578;1000;1000;25;Same length;70;750;Ring finger;January;Winter;Yes;No;Seafood;Soft drink (non-caffeinated);Art;9;11;2;Yes - other;Text messaging;8;3;12;1;18;7;8;0;6;4;10;11;0;0;Very little;Graduate degree;Pop;Fly;Happy;Relative;Health;;
USA;CA;2019;11;Male;17;Right-Handed;176;29;150;2;Walk;1`;0.387;53;Skateboarding/Rollerblading;500;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2013;12;Female;16;Right-Handed;155;21;157;1;Car;15;.774;41;None;600;500;500;500;300;1000;21;Same length;70;68;Index finger;August;Spring;Yes;No;Meat;Water;English;7;10;2;Yes - other;Cell phone;50;50;12;2;5;3;1;0;25;20;25;0;0;5;Some;Graduate degree;Rock and roll;Telepathy;Happy;Relative;Religious;;
USA;CA;2023;10;Female;16;Right-Handed;164,59;;;1;Bus;;;0.367;Cycling;999;1000;1000;1000;888;999;;Left foot;;;Ring finger;November;Fall;No;No;Breads/Sandwiches;Water;English;5-jun;4-may;7;;Myspace, Facebook, other social networking sites, or blog;;;5-jun;6-jul;1-feb;5-jun;1-feb;0;7-ago;2-mar;5-jun;2-mar;0;2-mar;Some;Some college;Other;Freeze time;Happy;Relative;Religious;;
USA;CA;2015;12;Male;17;Right-Handed;179;26;182;2;Walk;15;0.768;39;None;0;700;800;1000;700;800;26;Same length;110;125;Ring finger;January;Spring;No;No;Seafood;Water;History;7;8;3;;Internet chat or instant messaging;32;29;8;4;10;7;0;30;40;7;50;10;0;5;None;High school;Classical;Freeze time;Happy;;;;
USA;CA;2016;12;Female;15;Right-Handed;165;24;169;2;Car;7;0.344;39;Tennis;1000;727;872;882;807;802;24;Same length;7.4;7.5;Ring finger;September;Fall;Yes;No;Pizza/Pasta;Water;English;6;8;4;Yes - broadband connection;Internet chat or instant messaging;6;6;32;1;28;34;1;0;11;1;29;1;0;2;Very little;Graduate degree;Other;Invisibility;Happy;Relative;Health;;
USA;CA;2016;12;Female;15;Right-Handed;160;21.6;160;2;Bus;15;0.635;60;Dancing;;;;;;;20.3;Right foot;63.5;63.5;Ring finger;September;Winter;No;No;Meat;Juice;History;6;9;3;Yes - other;Text messaging;200;300;30;2;12;12;5;0;50;40;60;70;0;10;Some;Graduate degree;Other;Fly;Happy;Relative;International aid;;
USA;CA;2013;7;Female;12;Right-Handed;159;20;146;1;Car;20;0.484;47;Martial Arts;1000;900;1000;900;500;500;20;;65;70;Ring finger;April;Summer;No;No;Seafood;Water;Mathematics and statistics;9;7;4;Yes - broadband connection;Cell phone;4;5;5;1;3;1;3;1;0;1;1;1;0;2;Some;Graduate degree;Pop;Telepathy;Happy;Business person;International aid;;
USA;CA;2018;6;Male;10;Right-Handed;140;17;45;2;Car;7;0.469;46;Basketball;813;904;1000;1000;497;666;17;Left foot;70;60;Index finger;August;Summer;No;No;Fruit;Water;Social studies;10;9;4;Yes - broadband connection;Other;0;0;300;0;500;0;300;700;0;0;300;70;1;200;Very little;Graduate degree;;Freeze time;Happy;Other;International aid;;
USA;CA;2015;11;Female;16;Right-Handed;157,4;22.2;;2;Car;15;1.274;47;Swimming;861;1000;941;936;187;198;22.2;Same length;70;70;Same length;December;Summer;No;No;Meat;Soft drink (caffeinated);Art;8;10;7;Yes - broadband connection;Text messaging;67;50;4;1;1;7;0;0;10;24;24;8;0;0;Some;Graduate degree;Other;Freeze time;Famous;Relative;International aid;;
USA;CA;2020;12;Male;17;Right-Handed;170,69;30;20;2;Walk;10;0.336;36;Basketball;600;500;700;400;500;600;31;Left foot;8;8;Same length;March;Fall;No;No;Pizza/Pasta;Water;History;6;8;3;Yes - broadband connection;Text messaging;15;30;10;7;8;20;18;30;10;8;12;5;10;8;Some;Graduate degree;Rap/Hip hop;Freeze time;Happy;Other;Wildlife, animals;;
USA;CA;2023;11;Male;17;Right-Handed;170,69;9;4;one;Car;15 mi;30/40;7;Football (American);100;500;1000;200;300;400;idk;Right foot;long ;idk;Ring finger;December;Summer;Yes;Yes;Rice/Noodle dishes;Sports drink;History;5-ago;4-may;3;Yes - dial-up connection;Cell phone;8;7;;;;;;;;;;;;;Very little;High school;Pop;Super strength;Healthy;Sports person;Environment;;
USA;CA;2023;11;Female;16;Right-Handed;157;78.74;60,96;2;Bus;25;1.9;51;Baseball/Softball;513;904;1000;529;904;1000;78.74;Same length;76.2;73.66;Index finger;March;Winter;No;No;Seafood;Coffee;Languages;8;5;3;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;60;75;9;5;9;6;9;4;5;10;10;8;5;7;Some;Graduate degree;Pop;Freeze time;Happy;Sports person;Arts, culture, sports;;
USA;CA;2015;6;Male;11;Right-Handed;152,4;26;1.041;2;Car;5;0.724;66;Soccer;200;600;800;100;50;300;27;Left foot;65;70;Ring finger;January;Summer;Yes;No;Meat;Sports drink;History;8;9;3;Yes - other;Text messaging;20;19;1;2;8;1;1;1;2;0;3;1;0;0;Some;Other;Rock and roll;Freeze time;Healthy;Other;Health;;
USA;CA;2016;12;Female;17;Left-Handed;165;21;159;2;Walk;6;;63;Basketball;70;100;100;100;80;100;19;Right foot;;;;March;Winter;Yes;No;Pizza/Pasta;Water;Mathematics and statistics;8;6;5;Yes - other;Text messaging;500;600;4;2;1;10;3;1;8;9;3;1;1;1;Some;Other;Pop;;;;Health;;
USA;CA;2024;12;Female;17;Right-Handed;152;21;159;2;Car;7;.669;33;Walking/Hiking;900;300;550;550;650;900;23;Left foot;78;76;Index finger;March;Fall;No;No;Rice/Noodle dishes;Water;Other;6;8;2;Yes - broadband connection;In person;6;2;8.5;0.166;3;11;0;4;9;1;70;0;15;2;Some;Graduate degree;Other;Freeze time;Happy;Musician or singer;International aid;;
USA;CA;2018;12;Male;22;Right-Handed;170,69;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2015;6;Female;11;Left-Handed;162;28;158;3;Bus;15;.422;37;Swimming;706;583;834;786;973;979;27;Right foot;6.9;7.6;Ring finger;July;Summer;Yes;No;Seafood;Water;Music;9;10;5;Yes - broadband connection;Cell phone;11;13;2;1;11;5;11;1;0;1;10;4;0;2;Some;Graduate degree;Pop;Fly;Happy;Relative;International aid;;
USA;CA;2023;11;Female;16;Right-Handed;162;43;76;1;Car;3 min;0.398;54;Baseball/Softball;278;86;898;781;866;1000;43;Same length;13;13;Same length;July;Winter;No;No;Meat;Water;Other;7;8;6;Yes - other;Internet chat or instant messaging;200;100;0;24;0;0;0;27;42;200;67;1000;0;0;A lot;Graduate degree;Country;Freeze time;Rich;Friend;Other;;
USA;CA;2014;12;Male;16;Right-Handed;182,8;;;2;Walk;5;.294;30;Other;0;0;0;0;1000;1000;;;;;;December;Winter;Yes;No;Seafood;Milk;Science;6;8;3;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2015;11;Male;17;Left-Handed;140;39;163;2;Car;10;0.956;71;Football (American);1000;1000;1000;1000;500;1000;29;Same length;8;7;Index finger;June;Winter;No;No;Meat;Water;History;8;7;11;Yes - broadband connection;Text messaging;50;70;5;1;2;6;2;2;1;1;1;1;0;1;Some;Some college;Heavy metal;Freeze time;Healthy;Other;Education/Youth development;;
USA;CA;2014;7;Female;12;Right-Handed;162;23;131;2;Car;20;0.486;41;Swimming;0;300;800;400;180;250;23;Same length;55;70;Ring finger;March;Summer;No;;Meat;Water;Music;9;10;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;5;11;5;2;10;1;5;8;8;8;8;8;2;3;A lot;Graduate degree;Other;Freeze time;Famous;Other;Wildlife, animals;;
USA;CA;2021;12;Female;17;Right-Handed;170;22;170;2;Car;10;0.372;37;Soccer;1000;1000;600;200;800;800;23;Same length;7;8;Ring finger;July;Summer;No;No;Desserts;Tea;English;9;9;3;Yes - broadband connection;In person;7;9;2;2;10;12;5;0;0;1;10;4;7;5;Some;Graduate degree;Classical;Fly;Happy;Other;Wildlife, animals;;
USA;CA;2019;12;Female;17;Left-Handed;165;21;150;1;Car;15;;;Athletics;700;800;800;900;600;900;22;Left foot;90;60;Index finger;July;Summer;No;No;Rice/Noodle dishes;Water;History;6;10;4;Yes - broadband connection;In person;702;850;30;5;20;10;5;0;35;15;10;0;0;0;A lot;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;International aid;;
USA;CA;2014;12;Female;16;Right-Handed;157;24;162;2;Car;7;0.569;61;Swimming;800;700;800;1000;900;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2013;12;Female;17;Right-Handed;163;24;154;2;Car;20;0.496;39;Swimming;1000;1000;500;600;1000;1000;24;Same length;65;72;Ring finger;;;;;Meat;Soft drink (non-caffeinated);Mathematics and statistics;6;10;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;0;0;5;0;24;0;0;10;16;0;16;0;0;2;A lot;Graduate degree;Pop;Telepathy;Rich;Teacher;International aid;;
USA;CA;2018;8;Female;13;Left-Handed;167;22;168;2;Car;5;0.39;50;Baseball/Softball;90;70;70;70;50;60;23;Left foot;82;80;Index finger;April;Summer;Yes;No;Meat;Water;History;8;9;4;Yes - broadband connection;Text messaging;5;10;24;8;14;40;13;20;9;5;20;15;0;6;A lot;Graduate degree;Pop;Fly;Happy;Relative;International aid;;
USA;CA;2023;12;Male;16;Right-Handed;163;25;167;1;Car;25;0.356;47;Tennis;845;690;567;765;380;952;26;Left foot;105;110;Ring finger;October;Winter;No;No;Seafood;Water;Science;8;8;5;Yes - other;Myspace, Facebook, other social networking sites, or blog;5;30;15;4;10;10;8;5;0;4;20;1;0;10;Very little;Graduate degree;Rap/Hip hop;Freeze time;Healthy;Friend;Health;;
USA;CA;2021;12;Male;16;Right-Handed;164,59;25.4;150;2;Walk;20;0.344;60;Martial Arts;1000;1000;900;800;700;700;25.4;Same length;80;70;Index finger;November;Winter;Yes;No;Meat;Powdered drink;Social studies;4;4;4;Yes - broadband connection;In person;13;30;8;8;100;12;4;30;90;4;150;1;25;25;A lot;Graduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health;;
USA;CA;2017;12;Female;17;Right-Handed;168;24;143;1;Walk;45;0.412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2023;12;Male;18;Right-Handed;172,7;25;173;1;Car;5;.676;50;Hockey (Ice);233;278;189;498;380;690;24;Right foot;7;8;Ring finger;February;Summer;No;No;Desserts;Water;History;7;9;4;Yes - broadband connection;Telephone;20;20;;;;;;;;;;;;;;;;;;;;;
USA;CA;2016;12;Female;17;Right-Handed;163;;91;2;Car;15;0.302;32;None;600;700;1000;900;100;500;;Same length;70;71;Ring finger;March;Spring;Yes;No;Rice/Noodle dishes;Water;Science;8;8;5;Yes - broadband connection;Text messaging;0;0;6;0;1;0;0;1;0;;0;0;0;4;Some;Graduate degree;Other;Telepathy;Happy;Relative;Wildlife, animals;;
USA;CA;2018;12;Male;16;Right-Handed;177;20;120;3;Car;25;0.337;45;Other;1000;1000;1001;1000;1000;1000;22;Left foot;150;135;Ring finger;August;Winter;No;No;No favorite;Milk;Mathematics and statistics;6.5;7.5;6;Yes - dial-up connection;Text messaging;5;10;4;1;10;0;0;0;3;3;4;0;0;0;A lot;Other;Classical;Telepathy;Rich;Friend;International aid;;
USA;CA;2018;12;Female;16;Right-Handed;165;;;3;Bus;30;;59;Basketball;500;600;800;900;800;800;67;Same length;888;88;Same length;September;Spring;Yes;No;Fruit;Coffee;English;9;9;6;Yes - broadband connection;In person;500;500;6;3;3;10;3;1;3;10;0;2;0;0;Very little;Graduate degree;Classical;Telepathy;Healthy;Musician or singer;Environment;;
USA;CA;2021;12;Male;16;Right-Handed;187;27;190;1;Car;6;0.147;45;Athletics;1000;1000;1000;950;1000;1000;26;Right foot;105;91;Index finger;September;Winter;Yes;No;Seafood;Tea;Social studies;9;10;4;Yes - broadband connection;In person;4;5;10;8;10;8;8;14;3;1;32;3;0;7;Some;Graduate degree;Rap/Hip hop;Invisibility;Rich;Friend;International aid;;
USA;CA;2019;11;Female;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2016;12;Female;17;Right-Handed;167,6;20;167,6;1;Car;30;0.341;35;Dancing;700;850;1000;791;450;300;21;Left foot;76.2;63.5;Index finger;September;Fall;No;No;Pizza/Pasta;Water;Science;7;8;5;Yes - dial-up connection;In person;25;36;15;3;5;14;20;1;3;12;12;2;0;5;A lot;Undergraduate degree;Rap/Hip hop;Telepathy;Happy;Relative;Health;;
USA;CA;2018;6;Male;11;Right-Handed;156;24;161;1;Car;20;0.39;41;Baseball/Softball;754;711;1000;765;572;701;23;Right foot;9;8;Ring finger;February;Winter;No;No;Seafood;Water;Science;9;8;4;Yes - other;Cell phone;15;40;35;1;2;9;5;10;3;1;5;4;0;2;Very little;Graduate degree;Rap/Hip hop;Fly;Happy;Relative;Health;;
USA;CA;2017;7;Male;13;Right-Handed;174;26;152,4;1;Car;20;.27;40;Soccer;636;455;850;513;620;684;25;Right foot;90;9;Same length;September;Summer;Yes;No;Seafood;Water;Mathematics and statistics;7;10;6;Yes - other;Text messaging;4;4;18;1;12;5;10;32;7;3;7;0;0;0;A lot;Graduate degree;Rap/Hip hop;Freeze time;Healthy;Sports person;Health;;
USA;CA;2024;12;Female;16;Left-Handed;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2015;6;Female;11;Right-Handed;148;24;148;2;Car;3;0.462;61;Swimming;150;155;200;100;405;800;24;Same length;90;60;Index finger;May;Summer;No;No;Meat;Water;Art;9;10;4;Yes - broadband connection;Text messaging;10;11;15;3;5;10;5;1;6;9;6;5;0;0;;Graduate degree;Pop;Invisibility;Rich;Other;Religious;;
USA;CA;2016;12;Male;17;Right-Handed;158;23;159;1;Walk;20;;;Other;1000;1000;1000;1000;100;900;23;Same length;70;80;Ring finger;July;Winter;No;No;No favorite;Soft drink (caffeinated);Music;4;12;12;Yes - other;Text messaging;100;100;7;1;25;5;6;3;30;20;30;0;0;4;Some;Graduate degree;Rhythm and blues (R&B);Freeze time;Rich;Musician or singer;Health;;
USA;CA;2012;12;Female;16;Right-Handed;160,5;24.5;16,2;3;Car;7;.372;50;Table Tennis;500;800;700;;1000;1000;24.2;Right foot;8.5;9.0;Ring finger;March;Winter;Yes;No;Rice/Noodle dishes;Water;English;;8;8;Yes - broadband connection;Text messaging;190;190;30;1;2135;7;7;1;7;1;7;2;18;1;A lot;Graduate degree;Rap/Hip hop;Fly;Healthy;Relative;Wildlife, animals;;
USA;CA;2019;12;Female;16;Right-Handed;154,9;15.24;152;1;Car;10;0.388;66;Swimming;1000;1000;1000;1000;1000;1000;15.26;Left foot;63.5;76.2;Ring finger;October;Summer;Yes;No;Pizza/Pasta;Juice;History;7;10;4;Yes - other;Internet chat or instant messaging;17;20;28;1;5;2;6;0;19;1;1;0;12;2;A lot;Graduate degree;Punk rock;Fly;Rich;Relative;Health;;
USA;CA;2020;12;Female;17;Right-Handed;158,5;19;150;2;Car;4;0.384;45;Walking/Hiking;1000;1000;1000;1000;900;900;19;Same length;8;6;Index finger;December;Summer;Yes;No;Pizza/Pasta;Coffee;Languages;8;9;5;Yes - broadband connection;Text messaging;25;12;3;5;4;5;2;0;3;2;6;0;0;3;Some;Graduate degree;Pop;Invisibility;Happy;Relative;Health;;
USA;CA;2018;7;Male;12;Right-Handed;147,5;22;145;1;Car;20;0.216;27;Soccer;551;411;747;409;316;779;24;Left foot;70;65;Index finger;March;Summer;Yes;No;Rice/Noodle dishes;Milk;Mathematics and statistics;11;11;4;Yes - broadband connection;In person;20;150;35;;;;15;;;1;;;;2;A lot;Graduate degree;Rap/Hip hop;Telepathy;Famous;Relative;Wildlife, animals;;
USA;CA;2017;11;Female;15;Right-Handed;150;203.2;1522;2;Rail (Train/Tram/Subway);10;0.622;45;Walking/Hiking;893;733;690;465;182;225;203.2;Same length;63.5;76.2;Ring finger;October;Winter;No;No;Soups;Water;Art;7;10;4;Yes - other;Internet chat or instant messaging;100;100;2;0;1;3;2;0;1;3;3;0;0;0;Some;Graduate degree;Other;Freeze time;Happy;Teacher;Environment;;
USA;CA;2014;12;Female;16;Right-Handed;154;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2022;12;Male;17;Right-Handed;181;27;183;2;Car;12;219;27;Tennis;767;885;654;721;307;876;27;Same length;90;93;Ring finger;January;Winter;No;No;Salads;Water;Mathematics and statistics;6;10;3;Yes - broadband connection;Text messaging;40;500;5;1;12;1;2;2;3;2;60;0;0;3;Some;Undergraduate degree;Pop;Freeze time;Rich;Relative;Health;;
USA;CA;2016;12;Male;17;Right-Handed;173;27;65;2;Car;15;0.001;1;Baseball/Softball;700;650;890;500;900;1000;27;Same length;22222;22222;Ring finger;November;Winter;No;No;Meat;Water;Mathematics and statistics;7;10;3;Yes - dial-up connection;;20;20;;;;;;;;;;;;;;;;;;;;;
USA;CA;2018;11;Male;15;Ambidextrous;173;26;175;2;Car;10;0.285;45;Tennis;800;800;800;800;900;1000;27;Same length;78;75;Index finger;September;Winter;No;No;Pizza/Pasta;Water;Science;8;8;3;Yes - dial-up connection;Text messaging;19;37;5;0.5;20;10;5;1;5;2;7;5;0;3;Some;Graduate degree;Pop;Freeze time;Happy;Sports person;Health;;
USA;CA;2016;9;Female;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2019;12;Female;19;Right-Handed;163;24;165;2;Walk;5;0.421;44;Walking/Hiking;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2021;11;Male;16;Right-Handed;175;24;168;2;Car;30;0.33;36;Soccer;866;861;1000;765;556;797;26;Left foot;80;83;Ring finger;August;Summer;Yes;No;Other;Water;Mathematics and statistics;8;10;5;Yes - broadband connection;In person;2;2;40;0;5;10;7;28;10;3;50;5;2;4;Some;Graduate degree;Other;Freeze time;Happy;Relative;Environment;;
USA;CA;2022;4;Male;17;Left-Handed;171;26;178;1;Car;5;0.354;45;Football (American);400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2019;11;Male;17;Right-Handed;183;26;178;2;Car;10;.270;37;Football (American);800;400;1000;1000;700;700;25;Right foot;80;90;Ring finger;October;Fall;No;No;Pizza/Pasta;Water;Computers and technology;8;8;6;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;3;4;20;1;1;10;12;8;42;1;10;2;0;1;None;Graduate degree;Pop;Telepathy;Happy;Friend;Health;;
USA;CA;2015;5;Male;11;Right-Handed;149;21;150;1;Car;20;0.461;47;Basketball;754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2022;12;Male;17;Right-Handed;182,8;27;182,8;1;Car;10;0.28;30;Soccer;1000;96;108;205;1000;1000;27;Right foot;9;8;Index finger;August;Summer;No;No;Pizza/Pasta;Water;History;7;6;3;Yes - broadband connection;Text messaging;100;200;30;2;5;5;6;1;10;10;10;3;8;2;Some;Graduate degree;Rap/Hip hop;Fly;Rich;Business person;Wildlife, animals;;
USA;CA;2014;12;Female;16;Right-Handed;149;2.3;149,8;2;Car;6;0.326;56;Dancing;1000;500;1000;1000;1000;1000;2.3;Same length;7;7.2;Ring finger;October;Summer;No;No;Rice/Noodle dishes;Water;Music;7;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2017;12;Female;17;Right-Handed;154;25;152;2;Bus;45;1.105;48;Basketball;1000;1000;1000;1000;1000;1000;22;Right foot;6.5;7;Ring finger;June;Fall;Yes;No;Poultry;Water;Mathematics and statistics;7;10;4;Yes - broadband connection;Text messaging;30;45;5;2;15;10;5;0;8;5;5;2;0;2;A lot;Graduate degree;Rap/Hip hop;Fly;Happy;Business person;Education/Youth development;;
USA;CA;2015;10;Male;15;Ambidextrous;150;125;175;2;Bus;30;0.75;50;Lacrosse;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2014;12;Male;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2021;12;Male;16;Right-Handed;179;25;180;1;Car;3;0.3;37;Other;800;700;800;800;600;800;25;Same length;80;80;Same length;August;Fall;Yes;No;Meat;Water;Mathematics and statistics;7;9;2;Yes - broadband connection;Internet chat or instant messaging;20;15;10;2;10;10;5;8;10;10;10;3;0;0;Some;Undergraduate degree;Pop;Fly;Happy;Relative;Health;;
USA;CA;2017;12;Female;17;Right-Handed;162,6;23.5;162,6;1;Car;20;0.29;39;Dancing;600;700;800;600;600;600;23.5;Same length;7;6.5;Index finger;March;Spring;No;No;Meat;Water;Science;7;9;4;Yes - broadband connection;Text messaging;40;40;6;0;21;5;3;0;3;6;15;2;0;3;Some;Graduate degree;Country;Telepathy;Happy;Friend;International aid;;
USA;CA;2016;12;Female;17;Right-Handed;149,8;6;21;2;Bus;40;.454;58;Athletics;1000;1000;1000;1000;1000;1000;21;Same length;57;67;Ring finger;February;Summer;No;No;Pizza/Pasta;Water;History;6;8;9;Yes - broadband connection;Text messaging;100;100;60;0;20;20;8;0;2;5;20;0;0;15;Some;Graduate degree;Other;Telepathy;Happy;Community leader or elder;International aid;;
USA;CA;2023;12;Male;16;Right-Handed;;;;1;Car;13;0.286;47;Other;450;590;290;580;960;960;24;;;;;November;Winter;Yes;No;Rice/Noodle dishes;Milk;History;5;8;4;No internet connection;Internet chat or instant messaging;4;3;4;2;6;4;8;15;3;4;;0;0;;Some;Undergraduate degree;Heavy metal;Freeze time;Happy;Business person;Health;;
USA;CA;2023;11;Male;15;Left-Handed;171;27;170;1;Car;15;0.247;32;Skateboarding/Rollerblading;524;476;1000;658;417;1000;27;Same length;70;80;Ring finger;July;Winter;No;No;Pizza/Pasta;Water;History;7;9;4;Yes - broadband connection;Text messaging;20;25;4;3;4;2;3;1;5;3;6;0;7;2;Very little;Some college;Rap/Hip hop;Freeze time;Rich;Religious figure;Health;;
